Postcode,PriceAddress,EpcAddress,JaroDistance,Price,PropertyType,New,Duration,CurrentEnergyRating,PotentialEnergyRating,CurrentEnergyEfficiency,PotentialEnergyEfficiency,GlazedArea,HabitableRooms,HeatedRooms,FlatStoreyCount,TotalFloorArea,FloorLevel,PurchaseDate_year,PurchaseDate_month,PurchaseDate_day_of_week,PurchaseDate_hour,EpcInspectionDate_year,EpcInspectionDate_month,EpcInspectionDate_day_of_week,EpcInspectionDate_hour
WV60LS,"87, THE LINDENS, ","87, The Lindens, Newbridge Crescent, ",0.89,70000,F,N,L,E,C,49,78,Normal,3.0,3.0,,59.0,2nd,2020,January,Thursday,0,2018,May,Wednesday,0
WV30RR,"14, LENNOX GARDENS, ","14, Lennox Gardens, ",1.0,58000,F,N,L,D,C,56,76,Normal,2.0,1.0,,33.0,1st,2020,July,Tuesday,0,2015,February,Tuesday,0
WV46SG,"25, BEVAN AVENUE, ","25, Bevan Avenue, ",1.0,132500,S,N,F,C,B,69,86,Normal,3.0,3.0,,71.0,NODATA!,2020,February,Friday,0,2019,November,Tuesday,0
WV106UA,"168, PROBERT ROAD, ","168, Probert Road, ",1.0,155000,S,N,F,D,C,56,79,Normal,5.0,5.0,,68.0,NODATA!,2020,June,Tuesday,0,2020,January,Friday,0
WV106UA,"150, PROBERT ROAD, ","150, Probert Road, ",1.0,185000,S,N,F,D,B,64,86,Normal,5.0,5.0,,70.0,NODATA!,2020,January,Friday,0,2015,March,Friday,0
WV68PR,"THORNEYCROFT, FLAT 25, WOOD ROAD, ","Flat 52 Thorneycroft, Wood Road, ",0.84,260000,F,N,L,C,C,80,80,NO DATA!,,,,78.0,mid floor,2020,January,Tuesday,0,2018,May,Friday,0
WV68PR,"THORNEYCROFT, FLAT 3, WOOD ROAD, ","Flat 3 Thorneycroft, Wood Road, ",0.84,249950,F,N,L,B,B,82,82,NO DATA!,,,,55.0,ground floor,2020,February,Friday,0,2018,May,Friday,0
WV68PR,"THORNEYCROFT, FLAT 31, WOOD ROAD, ","Flat 31 Thorneycroft, Wood Road, ",0.84,315000,F,N,L,B,B,81,81,NO DATA!,,,,78.0,mid floor,2020,January,Tuesday,0,2018,October,Monday,0
WV68PR,"THORNEYCROFT, FLAT 45, WOOD ROAD, ","Flat 45 Thorneycroft, Wood Road, ",0.84,224950,F,N,L,B,B,82,82,NO DATA!,,,,55.0,mid floor,2020,January,Friday,0,2018,September,Monday,0
WV68PR,"THORNEYCROFT, FLAT 5, WOOD ROAD, ","Flat 5 Thorneycroft, Wood Road, ",0.84,212458,F,N,L,B,B,83,83,NO DATA!,,,,66.0,ground floor,2020,February,Friday,0,2018,May,Friday,0
WV109AF,"36, NINE ELMS LANE, ","36, Nine Elms Lane, ",1.0,92500,T,N,F,C,B,69,89,Normal,5.0,5.0,,75.0,NODATA!,2020,January,Friday,0,2016,January,Tuesday,0
WV46RD,"DOVEDALE COURT, FLAT 29, DOVEDALE ROAD, ","Flat 2 Dovedale Court, Dovedale Road, ",0.83,50000,F,N,L,D,C,68,78,Normal,2.0,2.0,2.0,39.3,1st,2020,January,Friday,0,2010,June,Wednesday,0
WV68RT,"12, REGIS ROAD, ","12, Regis Road, ",1.0,210000,T,N,F,D,B,57,82,Normal,5.0,5.0,,102.0,NODATA!,2020,May,Friday,0,2018,February,Wednesday,0
WV112HH,"15, WHITEHOUSE CRESCENT, ","15, Whitehouse Crescent, ",1.0,67000,F,N,L,D,C,62,75,Normal,2.0,2.0,,53.0,1st,2020,April,Monday,0,2014,August,Wednesday,0
WV146BP,"21, LOWBRIDGE WALK, ","21, Lowbridge Walk, ",1.0,78000,F,N,L,C,C,76,77,Normal,2.0,2.0,,40.0,Ground,2020,February,Friday,0,2012,May,Tuesday,0
WV112JR,"167, GRIFFITHS DRIVE, ","167, Griffiths Drive, ",1.0,113500,T,N,F,C,B,70,85,Normal,4.0,4.0,,70.0,NODATA!,2020,June,Thursday,0,2020,June,Tuesday,0
WV140LR,"6, MERSTONE CLOSE, ","6, Merstone Close, ",1.0,36000,F,N,L,D,D,60,68,Normal,2.0,2.0,,44.0,Ground,2020,May,Tuesday,0,2019,July,Tuesday,0
WV14AN,"6, DUNKLEY STREET, ","6, Dunkley Street, ",1.0,226500,T,N,F,E,E,44,53,Normal,6.0,6.0,,147.67,NO DATA!,2020,February,Thursday,0,2009,November,Tuesday,0
WV133UN,"55, EVANS STREET, ","55, Evans Street, ",1.0,132000,S,N,F,C,B,70,89,Normal,5.0,5.0,,82.0,NODATA!,2020,February,Friday,0,2013,April,Wednesday,0
WV37JG,"91, TRYSULL ROAD, ","91, Trysull Road, ",1.0,206000,S,N,F,D,B,65,84,Normal,5.0,5.0,,111.0,NODATA!,2020,March,Friday,0,2019,May,Friday,0
WV45UZ,"PENDENE COURT, 253, FLAT 22, PENN ROAD, ","Flat 22 Pendene Court, 253, Penn Road, ",0.8,82500,F,N,L,B,B,82,84,Normal,3.0,3.0,,65.0,1st,2020,March,Tuesday,0,2018,January,Thursday,0
WV100SE,"141, NEWBOLDS ROAD, ","141, Newbolds Road, ",1.0,165000,S,N,F,C,B,69,84,Normal,6.0,6.0,,89.0,NODATA!,2020,June,Friday,0,2020,March,Wednesday,0
WV106SP,"46, ST ANNES ROAD, ","46, St. Annes Road, ",0.99,95000,T,N,F,E,C,42,71,Normal,4.0,4.0,,84.0,NODATA!,2020,April,Monday,0,2015,October,Thursday,0
WV81UP,"38, LONG FURROW, ","38, Long Furrow, ",1.0,106000,T,N,F,D,B,66,84,Normal,4.0,4.0,,90.0,NODATA!,2020,June,Tuesday,0,2019,February,Tuesday,0
WV46BF,"12, INVERKIP WALK, ","12, Inverkip Walk, ",1.0,256000,T,N,F,C,B,75,86,Normal,7.0,7.0,,127.0,NODATA!,2020,March,Tuesday,0,2014,August,Tuesday,0
WV69JL,"16, BURLAND AVENUE, ","16, Burland Avenue, ",1.0,147000,S,N,F,F,C,21,77,Normal,5.0,2.0,,86.0,NODATA!,2020,April,Wednesday,0,2020,February,Monday,0
WV22JY,"23, PEMBROKE AVENUE, ","23, Pembroke Avenue, ",1.0,105000,T,N,F,C,B,71,84,Normal,6.0,6.0,,111.0,NODATA!,2020,February,Friday,0,2019,January,Friday,0
WV46DR,"52, HILTON ROAD, ","52, Hilton Road, Lanesfield, ",0.92,77000,S,N,F,E,B,46,84,Normal,4.0,2.0,,71.0,NODATA!,2020,January,Wednesday,0,2019,August,Saturday,0
WV140HR,"29 - 31, CORONATION ROAD, ","29 Coronation Road, ",0.85,210000,O,N,F,D,C,64,74,Normal,5.0,5.0,,125.0,NODATA!,2020,April,Thursday,0,2019,June,Tuesday,0
WV68UZ,"108, CORNWALL ROAD, ","108, Cornwall Road, ",1.0,140000,T,N,F,D,C,59,76,Normal,4.0,4.0,,78.0,NODATA!,2020,January,Tuesday,0,2019,March,Tuesday,0
WV44AP,"31, LEIGHTON ROAD, ","31, Leighton Road, ",1.0,197000,S,N,F,G,C,14,70,Normal,5.0,4.0,,85.0,NODATA!,2020,January,Friday,0,2012,May,Wednesday,0
WV148TU,"48, BRIERLEY LANE, ","48, Brierley Lane, ",1.0,130000,S,N,F,C,C,73,74,Normal,5.0,5.0,,91.8,NO DATA!,2020,July,Friday,0,2010,May,Saturday,0
WV148TU,"60, BRIERLEY LANE, ","60, Brierley Lane, ",1.0,124500,S,N,F,E,B,44,83,Normal,6.0,2.0,,92.0,NODATA!,2020,February,Friday,0,2019,October,Saturday,0
WV39RD,"13, MERRIDALE LANE, ","13, Merridale Lane, ",1.0,195000,T,N,F,D,C,56,74,Normal,8.0,8.0,,158.0,NODATA!,2020,February,Monday,0,2019,September,Monday,0
WV140TT,"42, BAY AVENUE, ","42, Bay Avenue, ",1.0,200000,T,N,F,C,B,75,86,Normal,6.0,6.0,,94.0,NODATA!,2020,June,Friday,0,2019,December,Saturday,0
WV140TT,"16, BAY AVENUE, ","16, Bay Avenue, ",1.0,55000,F,N,L,C,C,80,80,Normal,2.0,2.0,,37.0,3rd,2020,January,Friday,0,2019,April,Monday,0
WV111QL,"31, SOUTH AVENUE, ","31, South Avenue, ",1.0,155000,T,N,F,D,B,63,85,Normal,6.0,6.0,,93.0,NODATA!,2020,January,Monday,0,2019,July,Thursday,0
WV111QL,"18, SOUTH AVENUE, ","18, South Avenue, ",1.0,91000,T,N,F,D,B,57,86,Normal,6.0,6.0,,90.0,NODATA!,2020,January,Friday,0,2014,May,Tuesday,0
WV60DS,"33, PAGET ROAD, ","3, Paget Road, ",0.98,225000,T,N,F,E,C,44,75,Normal,7.0,7.0,,175.0,NODATA!,2020,March,Friday,0,2019,April,Tuesday,0
WV60DS,"3, PAGET ROAD, ","3, Paget Road, ",1.0,220000,S,N,F,E,C,44,75,Normal,7.0,7.0,,175.0,NODATA!,2020,February,Friday,0,2019,April,Tuesday,0
WV68QL,"39, HANOVER COURT, ","39, Hanover Court, ",1.0,165000,D,N,F,E,B,52,84,Normal,3.0,3.0,,59.0,NODATA!,2020,March,Thursday,0,2016,January,Tuesday,0
WV68QL,"11, HANOVER COURT, ","11, Hanover Court, ",1.0,94000,F,N,L,C,C,73,77,Normal,3.0,3.0,,54.0,1st,2020,March,Tuesday,0,2020,February,Friday,0
WV68QL,"12, HANOVER COURT, ","12, Hanover Court, ",1.0,85000,F,N,L,C,C,69,75,Normal,3.0,3.0,,51.0,Ground,2020,February,Friday,0,2019,April,Monday,0
WV106GH,"31, GOODWOOD DRIVE, ","31, Goodwood Drive, ",1.0,240000,D,N,F,B,A,85,94,NO DATA!,,,,114.0,NO DATA!,2020,June,Wednesday,0,2017,May,Thursday,0
WV106GH,"21, GOODWOOD DRIVE, ","21, Goodwood Drive, ",1.0,235000,D,N,F,B,A,85,94,NO DATA!,,,,114.0,NO DATA!,2020,April,Wednesday,0,2017,April,Tuesday,0
WV108TH,"17, ABBEYFIELD ROAD, ","17, Abbeyfield Road, ",1.0,185000,D,N,F,D,B,56,82,Normal,5.0,5.0,,75.0,NODATA!,2020,January,Thursday,0,2019,October,Monday,0
WV60HJ,"55, HORDERN ROAD, ","55, Hordern Road, ",1.0,107000,T,N,F,D,B,66,89,Normal,4.0,4.0,,79.0,NODATA!,2020,July,Monday,0,2020,February,Thursday,0
WV133QA,"10, PORTOBELLO CLOSE, ","10, Portobello Close, ",1.0,70000,S,N,F,D,B,58,87,Normal,5.0,5.0,,73.0,NODATA!,2020,March,Monday,0,2020,February,Friday,0
WV22HN,"61, COTSWOLD ROAD, ","61, Cotswold Road, ",1.0,125000,S,N,F,C,B,79,89,Normal,5.0,5.0,,81.0,NODATA!,2020,July,Friday,0,2017,June,Tuesday,0
WV22HN,"12, COTSWOLD ROAD, ","12, Cotswold Road, ",1.0,125000,S,N,F,D,B,64,83,Normal,4.0,4.0,,71.0,NODATA!,2020,July,Friday,0,2018,February,Thursday,0
WV60HR,"96, HORDERN ROAD, ","96, Hordern Road, ",1.0,127000,S,N,F,D,B,55,86,Normal,4.0,4.0,,89.0,NODATA!,2020,January,Wednesday,0,2019,March,Wednesday,0
WV60HR,"101, HORDERN ROAD, ","101, Hordern Road, ",1.0,101000,S,N,F,C,B,76,81,Normal,4.0,4.0,,500.0,NODATA!,2020,March,Friday,0,2019,November,Tuesday,0
WV60HR,"101, HORDERN ROAD, ","101, Hordern Road, ",1.0,97000,S,N,F,C,B,76,81,Normal,4.0,4.0,,500.0,NODATA!,2020,February,Wednesday,0,2019,November,Tuesday,0
WV23JB,"32, FOWLER STREET, ","32, Fowler Street, ",1.0,85000,S,N,F,D,C,59,78,Normal,4.0,4.0,,82.0,NODATA!,2020,February,Tuesday,0,2019,December,Saturday,0
WV23JB,"90A, FOWLER STREET, ","90a, Fowler Street, ",1.0,99000,S,N,F,D,B,59,82,Normal,5.0,5.0,,77.0,NODATA!,2020,March,Friday,0,2020,January,Tuesday,0
WV39PA,"95, CLARK ROAD, ","95, Clark Road, ",1.0,255000,S,N,F,E,C,51,73,Normal,7.0,7.0,,169.0,NODATA!,2020,February,Monday,0,2015,May,Thursday,0
WV100AH,"201, CANNOCK ROAD, ","201, Cannock Road, ",1.0,89000,T,N,F,D,B,60,81,Normal,5.0,5.0,,89.0,NODATA!,2020,January,Friday,0,2019,October,Monday,0
WV68AL,"4, MARTHAM DRIVE, ","4, Martham Drive, ",1.0,160000,S,N,F,D,B,63,81,Normal,5.0,5.0,,71.0,NODATA!,2020,May,Friday,0,2019,December,Wednesday,0
WV68AL,"8, MARTHAM DRIVE, ","8, Martham Drive, ",1.0,226000,T,N,F,D,B,63,82,Normal,6.0,6.0,,86.0,NODATA!,2020,February,Friday,0,2019,August,Friday,0
WV146RL,"244, WELLINGTON ROAD, ","244, Wellington Road, ",1.0,110000,T,N,F,D,B,56,81,Normal,6.0,6.0,,88.0,NODATA!,2020,April,Friday,0,2018,December,Wednesday,0
WV100LQ,"35, SPRINGFIELD ROAD, ","35, Springfield Road, ",1.0,147000,S,N,F,D,B,65,83,More Than Typical,5.0,5.0,,87.0,NODATA!,2020,March,Friday,0,2019,November,Tuesday,0
WV37HA,"123, VICTORIA ROAD, ","123, Victoria Road, Bradmore, ",0.93,130000,T,N,F,D,B,60,86,Normal,5.0,5.0,,79.0,NODATA!,2020,March,Friday,0,2019,October,Wednesday,0
WV37HA,"129, VICTORIA ROAD, ","129, Victoria Road, Bradmore, ",0.93,100000,S,N,F,D,B,60,82,Normal,5.0,5.0,,88.0,NODATA!,2020,January,Tuesday,0,2019,September,Tuesday,0
WV60AJ,"14, AVONDALE ROAD, ","14, Avondale Road, ",1.0,155000,T,N,F,E,D,46,66,Normal,8.0,8.0,,150.0,NODATA!,2020,April,Wednesday,0,2019,June,Wednesday,0
WV111RU,"133, VICTORIA ROAD, ","133, Victoria Road, Wednesfield, ",0.92,99000,S,N,F,D,B,57,87,Normal,5.0,5.0,,82.0,NODATA!,2020,January,Wednesday,0,2018,November,Monday,0
WV111RU,"15, VICTORIA ROAD, ","15, Victoria Road, Wednesfield, ",0.92,110000,T,N,F,E,C,40,78,Normal,4.0,4.0,,87.0,NODATA!,2020,January,Tuesday,0,2017,August,Tuesday,0
WV106EY,"193, WINCHESTER ROAD, ","193, Winchester Road, ",1.0,158000,T,N,F,D,B,67,83,Normal,5.0,5.0,,87.0,NODATA!,2020,January,Friday,0,2019,May,Thursday,0
WV106EY,"139, WINCHESTER ROAD, ","139, Winchester Road, ",1.0,224500,D,N,F,D,B,58,84,Normal,4.0,4.0,,79.0,NODATA!,2020,April,Wednesday,0,2020,January,Tuesday,0
WV60DZ,"16, ST EDMUNDS CLOSE, ","16, St. Edmunds Close, ",0.99,85500,T,N,F,D,C,55,79,Normal,5.0,5.0,,70.0,NODATA!,2020,July,Monday,0,2015,November,Monday,0
WV46EL,"599, PARKFIELD ROAD, ","599, Parkfield Road, ",1.0,62500,T,N,F,G,B,1,84,Normal,4.0,0.0,,83.0,NODATA!,2020,January,Friday,0,2019,October,Wednesday,0
WV46EL,"566, PARKFIELD ROAD, ","566, Parkfield Road, ",1.0,160000,S,N,F,D,B,66,83,Normal,5.0,5.0,,116.0,NODATA!,2020,May,Thursday,0,2012,July,Tuesday,0
WV46EL,"577, PARKFIELD ROAD, ","577, Parkfield Road, ",1.0,77000,T,N,F,D,B,61,81,Normal,5.0,5.0,,94.0,NODATA!,2020,February,Friday,0,2019,October,Thursday,0
WV46EL,"563, PARKFIELD ROAD, ","563, Parkfield Road, ",1.0,160000,D,N,F,F,B,32,84,Normal,6.0,6.0,,93.0,NODATA!,2020,February,Tuesday,0,2017,January,Friday,0
WV44LS,"4, WARSTONES ROAD, ","4, Warstones Road, Penn, ",0.95,200000,S,N,F,E,C,47,73,Normal,5.0,5.0,,78.0,NODATA!,2020,July,Friday,0,2020,March,Sunday,0
WV44PH,"37, CHADWICK CLOSE, ","37, Chadwick Close, ",1.0,82000,F,N,L,C,B,74,91,Normal,3.0,3.0,,60.0,NODATA!,2020,January,Friday,0,2019,September,Tuesday,0
WV12AJ,"98, HELMING DRIVE, ","98, Helming Drive, ",1.0,130000,S,N,F,D,B,63,89,Normal,3.0,3.0,,46.0,NODATA!,2020,February,Friday,0,2013,June,Tuesday,0
WV68RH,"55, REGIS ROAD, ","55, Regis Road, ",1.0,140500,T,N,F,E,B,49,88,Normal,4.0,4.0,,67.0,NODATA!,2020,March,Monday,0,2019,October,Monday,0
WV45UF,"80, WESTBOURNE ROAD, ","80, Westbourne Road, ",1.0,200200,T,N,F,D,B,64,86,Normal,6.0,6.0,,127.0,NODATA!,2020,May,Monday,0,2019,June,Saturday,0
WV12EX,"35, MAYFIELD ROAD, ","35, Mayfield Road, ",1.0,126500,T,N,F,C,B,75,91,Normal,3.0,3.0,,59.0,NODATA!,2020,February,Friday,0,2015,February,Sunday,0
WV22AZ,"15, BRADLEY ROAD, ","15, Bradley Road, ",1.0,105000,T,N,F,E,C,53,77,Normal,3.0,3.0,,67.0,NODATA!,2020,March,Friday,0,2019,November,Saturday,0
WV37BZ,"24, ST PHILIPS GROVE, ","24, St. Philips Grove, ",0.99,140000,T,N,F,C,B,70,86,Normal,4.0,4.0,,70.0,NODATA!,2020,March,Wednesday,0,2019,November,Monday,0
WV106GE,"86, COLUMBIA CRESCENT, ","86, Columbia Crescent, ",1.0,148000,T,N,F,B,A,83,97,NO DATA!,,,,59.0,NO DATA!,2020,January,Monday,0,2016,February,Monday,0
WV106GE,"96, COLUMBIA CRESCENT, ","96, Columbia Crescent, ",1.0,255000,D,N,F,B,A,84,94,NO DATA!,,,,112.0,NO DATA!,2020,February,Thursday,0,2016,April,Monday,0
WV109SF,"143, FIRST AVENUE, ","143, First Avenue, ",1.0,149000,T,N,F,D,B,60,85,Normal,5.0,2.0,,74.0,NODATA!,2020,January,Friday,0,2019,September,Friday,0
WV38DU,"5, BELLENCROFT GARDENS, ","5, Bellencroft Gardens, ",1.0,276000,D,N,F,C,B,72,85,Normal,4.0,4.0,,111.0,NODATA!,2020,May,Monday,0,2014,April,Tuesday,0
WV46EH,"614, PARKFIELD ROAD, ","614, Parkfield Road, ",1.0,80095,T,N,F,C,C,72,78,Normal,4.0,4.0,,83.6,NO DATA!,2020,April,Friday,0,2010,December,Wednesday,0
WV46EH,"631, PARKFIELD ROAD, ","631, Parkfield Road, ",1.0,107000,T,N,F,D,B,68,85,Normal,4.0,4.0,,113.0,NODATA!,2020,April,Tuesday,0,2019,August,Friday,0
WV12UG,"34, TREYNHAM CLOSE, ","34, Treynham Close, ",1.0,86500,T,N,L,C,C,73,78,Normal,4.0,4.0,,65.0,2nd,2020,March,Monday,0,2019,November,Friday,0
WV45PZ,"44, SWAN BANK, ","44, Swan Bank, ",1.0,217000,T,N,F,D,B,64,84,Normal,6.0,6.0,,94.0,NODATA!,2020,January,Friday,0,2019,April,Tuesday,0
WV45PZ,"77, SWAN BANK, ","77, Swan Bank, ",1.0,147000,S,N,F,E,B,53,83,Normal,4.0,4.0,,77.0,NODATA!,2020,May,Friday,0,2020,March,Tuesday,0
WV45PZ,"80, SWAN BANK, ","80, Swan Bank, ",1.0,225000,S,N,F,D,C,60,76,Normal,5.0,5.0,,121.0,NODATA!,2020,January,Friday,0,2019,February,Thursday,0
WV147ER,"51, QUEEN STREET, ","51, Queen Street, ",1.0,65000,F,N,L,C,C,72,77,Normal,3.0,3.0,,61.0,Ground,2020,February,Monday,0,2020,January,Wednesday,0
WV39RJ,"132, MERRIDALE ROAD, ","132, Merridale Road, ",1.0,270000,S,N,F,D,B,55,81,Normal,7.0,7.0,,164.0,NODATA!,2020,January,Monday,0,2019,August,Monday,0
WV68AF,"123, BRIDGNORTH ROAD, ","123, Bridgnorth Road, ",1.0,98000,F,N,L,E,C,52,75,Normal,3.0,3.0,,64.0,Ground,2020,June,Tuesday,0,2017,March,Tuesday,0
WV46QH,"54, FARRINGTON ROAD, ","54, Farrington Road, ",1.0,185000,S,N,F,E,B,39,81,Normal,6.0,6.0,,89.0,NODATA!,2020,March,Friday,0,2019,November,Monday,0
WV39HG,"15, BROADWAY, ","15, Broadway, Finchfield, ",0.91,289950,T,N,F,D,C,67,80,More Than Typical,5.0,5.0,,98.0,NODATA!,2020,May,Friday,0,2019,September,Monday,0
WV112LG,"422, GRIFFITHS DRIVE, ","422, Griffiths Drive, ",1.0,140000,S,N,F,D,B,67,86,Normal,5.0,5.0,,81.0,NODATA!,2020,February,Friday,0,2013,May,Wednesday,0
WV39EW,"27, THE TERRACE, ","27, The Terrace, ",1.0,173000,S,N,F,D,B,61,83,Normal,5.0,5.0,,99.0,NODATA!,2020,January,Friday,0,2019,February,Friday,0
WV39EW,"14, THE TERRACE, ","14, The Terrace, ",1.0,195000,S,N,F,E,C,49,74,Normal,5.0,5.0,,89.0,NODATA!,2020,March,Monday,0,2019,September,Thursday,0
WV113EZ,"24, HYLSTONE CRESCENT, ","42, Hylstone Crescent, ",0.99,103500,T,N,F,D,B,58,85,Normal,4.0,4.0,,74.0,NODATA!,2020,March,Friday,0,2014,March,Saturday,0
WV113EZ,"71, HYLSTONE CRESCENT, ","71, Hylstone Crescent, ",1.0,135000,S,N,F,D,C,63,80,Normal,5.0,5.0,,101.0,NODATA!,2020,April,Friday,0,2014,March,Tuesday,0
WV46DD,"133, ROTHESAY GARDENS, ","133, Rothesay Gardens, ",1.0,97000,F,N,L,B,B,81,81,Normal,3.0,3.0,,44.0,1st,2020,June,Monday,0,2019,November,Monday,0
WV46DD,"97, ROTHESAY GARDENS, ","97, Rothesay Gardens, ",1.0,97000,F,N,L,B,B,81,82,Normal,3.0,3.0,,57.0,1st,2020,February,Thursday,0,2019,July,Monday,0
WV46DD,"47, ROTHESAY GARDENS, ","47, Rothesay Gardens, ",1.0,100000,F,N,L,B,B,83,83,Normal,3.0,3.0,,64.0,3rd,2020,January,Friday,0,2019,August,Monday,0
WV125UW,"54, PEACH ROAD, ","54, Peach Road, ",1.0,97500,F,N,L,D,B,64,81,Normal,3.0,3.0,2.0,57.6,1st,2020,January,Friday,0,2010,November,Friday,0
WV22HQ,"11, ROUGH HILLS CLOSE, ","11, Rough Hills Close, ",1.0,164000,T,N,F,D,C,60,76,Normal,5.0,5.0,,96.0,NODATA!,2020,June,Monday,0,2020,January,Friday,0
WV22HQ,"16, ROUGH HILLS CLOSE, ","16, Rough Hills Close, ",1.0,120000,T,N,F,D,B,68,85,Normal,4.0,4.0,,72.0,NODATA!,2020,February,Friday,0,2012,November,Friday,0
WV100BN,"102, POWELL STREET, ","102, Powell Street, ",1.0,80000,T,N,F,D,B,60,85,Normal,4.0,4.0,,72.0,NODATA!,2020,February,Friday,0,2019,November,Saturday,0
WV100RN,"16, QUEENS COURT, ","16, Queens Court, ",1.0,65000,F,N,L,D,B,55,81,Normal,3.0,1.0,,67.0,2nd,2020,April,Friday,0,2019,August,Monday,0
WV68PT,"61, WOODFIELD HEIGHTS, ","61, Woodfield Heights, ",1.0,250000,D,N,F,D,B,67,81,Normal,5.0,5.0,,86.0,NODATA!,2020,June,Tuesday,0,2019,May,Friday,0
WV133HT,"16, BREYDON GROVE, ","16, Breydon Grove, ",1.0,170000,S,N,F,D,B,67,81,Normal,4.0,4.0,,76.0,NODATA!,2020,January,Friday,0,2019,July,Thursday,0
WV68HF,"15, WIGHTWICK COURT, ","15, Wightwick Court, ",1.0,155000,F,N,L,E,D,49,61,Normal,3.0,3.0,,72.0,Ground,2020,January,Thursday,0,2018,June,Friday,0
WV108TY,"1, WEALDEN HATCH, ","1, Wealden Hatch, ",1.0,225000,D,N,F,D,B,62,84,Normal,3.0,3.0,,59.0,NODATA!,2020,February,Friday,0,2019,August,Tuesday,0
WV111RA,"1B, PRESTWOOD ROAD, ","1b, Prestwood Road, ",1.0,145800,S,N,F,D,B,58,86,Normal,4.0,4.0,,94.0,NODATA!,2020,January,Friday,0,2016,April,Friday,0
WV45DE,"49, HIMLEY CRESCENT, ","49, Himley Crescent, ",1.0,177000,S,N,F,D,B,57,84,Normal,5.0,5.0,,95.0,NODATA!,2020,March,Monday,0,2019,September,Thursday,0
WV111EQ,"30, MEREDITH ROAD, ","30, Meredith Road, ",1.0,140000,S,N,F,C,B,70,85,Normal,3.0,3.0,,70.0,NODATA!,2020,May,Friday,0,2020,February,Friday,0
WV111EQ,"1, MEREDITH ROAD, ","1, Meredith Road, ",1.0,142000,S,N,F,C,B,70,87,Normal,5.0,5.0,,79.0,NODATA!,2020,July,Friday,0,2017,October,Tuesday,0
WV46NY,"132, BIRMINGHAM NEW ROAD, ","132, Birmingham New Road, ",1.0,91000,S,N,F,D,D,59,62,Normal,6.0,6.0,,99.26,NO DATA!,2020,February,Thursday,0,2010,March,Tuesday,0
WV146QJ,"15, OWEN PLACE, ","15, Owen Place, ",1.0,130000,S,N,F,D,B,64,83,Normal,5.0,5.0,,79.0,NODATA!,2020,March,Tuesday,0,2019,September,Monday,0
WV147AN,"60, ST CHADS ROAD, ","60, St. Chads Road, ",0.99,134000,S,N,F,D,B,64,88,Normal,4.0,4.0,,67.0,NODATA!,2020,March,Wednesday,0,2019,November,Friday,0
WV147AN,"45, ST CHADS ROAD, ","45, St. Chads Road, ",0.99,122000,D,N,F,E,C,54,78,Normal,3.0,3.0,,50.0,NODATA!,2020,February,Thursday,0,2019,May,Tuesday,0
WV38LA,"32, POOL HALL CRESCENT, ","11, Pool Hall Crescent, ",0.94,175000,S,N,F,C,B,69,85,Normal,3.0,3.0,,64.0,NODATA!,2020,March,Friday,0,2019,June,Wednesday,0
WV44AY,"14, OSBORNE ROAD, ","14, Osborne Road, ",1.0,260000,T,N,F,D,B,60,85,Normal,5.0,5.0,,101.0,NODATA!,2020,July,Wednesday,0,2020,May,Friday,0
WV23EW,"35, TALBOT ROAD, ","35, Talbot Road, ",1.0,135000,T,N,F,D,B,68,85,Normal,4.0,4.0,,76.0,NODATA!,2020,July,Friday,0,2019,September,Wednesday,0
WV106SA,"203, MARSH LANE, ","203, Marsh Lane, ",1.0,179950,S,N,F,D,C,66,80,Normal,6.0,6.0,,76.0,NODATA!,2020,February,Friday,0,2019,April,Tuesday,0
WV111NR,"8, WOOD END ROAD, ","8, Wood End Road, ",1.0,145000,S,N,F,E,B,54,85,Normal,5.0,5.0,,76.0,NODATA!,2020,January,Monday,0,2019,April,Monday,0
WV44AR,"26, LEIGHTON ROAD, ","26, Leighton Road, ",1.0,280000,S,N,F,D,B,66,84,Normal,6.0,6.0,,107.0,NODATA!,2020,January,Friday,0,2014,February,Monday,0
WV113BW,"9, PRITCHARD AVENUE, ","9, Pritchard Avenue, ",1.0,138000,S,N,F,F,B,26,84,Normal,4.0,2.0,,84.0,NODATA!,2020,May,Friday,0,2020,January,Friday,0
WV112LH,"553, GRIFFITHS DRIVE, ","553, Griffiths Drive, ",1.0,74000,S,N,L,C,C,70,73,Normal,3.0,3.0,,50.0,2nd,2020,February,Friday,0,2019,August,Friday,0
WV147NT,"64, BECKETT STREET, ","64, Beckett Street, ",1.0,103000,T,N,F,E,B,39,83,Normal,4.0,4.0,,77.0,NODATA!,2020,March,Thursday,0,2015,January,Monday,0
WV12JA,"417, WILLENHALL ROAD, ","417, Willenhall Road, ",1.0,56000,F,N,L,C,C,74,74,Normal,2.0,2.0,,54.0,1st,2020,April,Tuesday,0,2020,February,Thursday,0
WV38DN,"52, WYCHBURY ROAD, ","52, Wychbury Road, ",1.0,210000,S,N,F,D,B,65,85,More Than Typical,5.0,5.0,,90.0,NODATA!,2020,March,Wednesday,0,2019,September,Tuesday,0
WV30AL,"80, OWEN ROAD, ","80, Owen Road, ",1.0,106000,T,N,F,E,C,54,76,Normal,5.0,5.0,,134.0,NODATA!,2020,May,Friday,0,2016,April,Monday,0
